img_path,isCSD,isExtractable,isRgroup
S0143720814004525.html,gr6,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720814004525-gr6_lrg.jpg, Fig. 6.   X-ray crystal structures of  15  and  17  .   
S0143720814004525.html,gr7,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720814004525-gr7_lrg.jpg, Fig. 7.   X-ray crystal structure of  23  .   
S014372081400446X.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S014372081400446X-gr1_lrg.jpg, Fig. 1.   Structures for  1  and  2  cyanine βCyD derivatives.   
S014372081400446X.html,gr2,http://origin-ars.els-cdn.com/content/image/1-s2.0-S014372081400446X-gr2_lrg.jpg," Fig. 2.   Absorption spectra at 25 °C for  1  (----) and  2  (  ____  ) 1.8 × 10  −5  M and 1.0 × 10  −5  M in 0.05 M Tris–HCl buffer solutions, respectively and for a ∼2 × 10  −5  M Dox/Tris–HCl buffer solution (  …  ). The structure for the Dox drug is superimposed.   "
S014372081400446X.html,gr7,http://origin-ars.els-cdn.com/content/image/1-s2.0-S014372081400446X-gr7_lrg.jpg," Fig. 7.   (upper part) Total binding energy histories (black), electrostatics (dark gray) and van der Waals (gray) contributions, as well as (bottom) the Dox-host distances during the 2 ns MD trajectories for  1  and  2  cyanine derivative complexes with Dox in water. Superimposed are the MBE structures for the 1:1 stoichiometry complexes.   "
S0143720814004331.html,sc1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720814004331-sc1_lrg.jpg," Scheme 1.   Synthetic route for the preparation of perylene diimide labeled polystyrene (PS-PERY, up) and structure of TPD-FLU (down).   "
S014372081500354X.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S014372081500354X-gr1_lrg.jpg, Fig. 1.   Basic structure of sulfonphthaleine dyes and substituents of all studied molecules. The linear correlation between theoretical proton affinities and experimental pK   a   's on the right hand side illustrates the large influence of substituents on the halochromic behaviour (adapted with permission from Ref.   [15]   ).   
S014372081500354X.html,gr7,http://origin-ars.els-cdn.com/content/image/1-s2.0-S014372081500354X-gr7_lrg.jpg," Fig. 7.   Schematic structure of methylacetamide (a) and phenolic ring (b), used to mimic the interaction with polyamide.   "
S0143720815003587.html,gr6,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815003587-gr6_lrg.jpg, Fig. 6.   Schematic energy-level diagram of the red phosphorescent OLEDs and the molecular structures of the materials used.   
S0143720815003502.html,sc1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815003502-sc1_lrg.jpg, Scheme 1.   The chemical structure of the organic dyes considered in the study.   
S0143720815003496.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815003496-gr1_lrg.jpg," Fig. 1.   General structure of 8-alkyl-6,10-disubstituted 8  H  -16,17-epoxydinaphto[2,3-  c  :2′,3′-  g  ]carbazoles (EDNC).   "
S0143720815003526.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815003526-gr1_lrg.jpg," Fig. 1.   Molecular structures of Bodipy–TPA–BI (A), Bodipy–TPA–BH–OH (B), and Bodipy–TPA–BH–COOH (C and D); The dimer of Bodipy–TPA–BH–COOH (E), Bodipy–TPA–BI (F), and Bodipy–TPA–BH–OH (G), respectively.   "
S0143720815003484.html,gr8,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815003484-gr8_lrg.jpg, Chart 1.   Molecular structures of dyes  Q1  –  4  .   
S0143720815003514.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815003514-gr1_lrg.jpg, Fig. 1.   Molecular structure of the studied organic dyes.   
S0143720815003514.html,gr5,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815003514-gr5_lrg.jpg, Fig. 5.   The frontier orbitals (HOMO and LUMO) and optimized structures of dyes.   
S0143720815003125.html,gr3,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815003125-gr3_lrg.jpg, Figure 3.   Chemical structures of pigment composition 1−6.   
S0143720815003472.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815003472-gr1_lrg.jpg, Fig. 1.   Structures of the organic dyes.   
S0143720815003629.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815003629-gr1_lrg.jpg, Fig. 1.   Structures of  Pt-1–3  .   
S0143720815003617.html,gr5,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815003617-gr5_lrg.jpg, Fig. 5.   Crystal structure of YIn  0.9  Mn  0.1  O  3  (left) and ZnO (right).   
S0143720815003630.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815003630-gr1_lrg.jpg, Fig. 1.   Chemical structures of the investigated pyrazoloquinoline (  DPPQ  ) based luminophores.   
S0143720815003745.html,sc6,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815003745-sc6_lrg.jpg, Scheme 6.   Photoreaction of diarylethene  4e  and possible structure of photoproduct  8  .   
S014372081500368X.html,sc1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S014372081500368X-sc1_lrg.jpg," Scheme 1.   Molecule structures of compounds (  CBT-NH  ,  PBT-NH  ,  CBT-NE  and  PBT-NE  ).   "
S0143720815003721.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815003721-gr1_lrg.jpg," Fig. 1.   Molecular structures of  LD1, LD2  and  LD3  dyes.   "
S0143720815003654.html,sc1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815003654-sc1_lrg.jpg, Scheme 1.   Synthetic procedures and structures of  DPCP 1  –  3  .   
S0143720815003654.html,gr7,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815003654-gr7_lrg.jpg," Fig. 7.   (a) Crystal structure of  DPCP 1  , (b) spiral chain structure and (c) packing arrangements in the crystal of  DPCP 1  . The dotted line represented C–H…π interactions.   "
S0143720815003654.html,gr8,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815003654-gr8_lrg.jpg, Fig. 8.   Molecular structures (a) and packing arrangements (b and c) in the crystal structure of  DPCP 2  .   
S0143720815003654.html,gr9,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815003654-gr9_lrg.jpg," Fig. 9.   Molecular structures (a), dimer structure (b) and packing arrangements (c) in the crystal structure of  DPCP 3  .   "
S0143720815003654.html,r10,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815003654-gr10_lrg.jpg," Fig. 10.   (a) The EL device structure and the chemical structure of NPB and Bepp  2  ; (b) the energy level diagram of the materials in EL device; (c) EL, PL spectra and CIE coordinates of device (inset); (d) EL spectra of devices at different applied voltages.   "
S0143720815003551.html,sc1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815003551-sc1_lrg.jpg," Scheme 1.   Chemical structures of the four p-type sensitizers T3, T4, T3H and T4H.   "
S0143720815003551.html,gr2,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815003551-gr2_lrg.jpg, Fig. 2.   Geometry-optimized structures of the four dyes and the electron density distribution of frontier molecular orbitals from DFT calculations.   
S014372081500371X.html,gr2,http://origin-ars.els-cdn.com/content/image/1-s2.0-S014372081500371X-gr2_lrg.jpg, Fig. 2.   (a) Schematic representation from 2D sheets to 3D framework of  1  . (b) The 3D structure of  1  with three kind channels.   
S014372081500371X.html,gr5,http://origin-ars.els-cdn.com/content/image/1-s2.0-S014372081500371X-gr5_lrg.jpg, Fig. 5.   (a) Schematic representation from 2D layers to 3D framework of  4  (Hydrogen atoms are omitted for clarity). (b) The 3D structure of  4  with three kind channels.   
S0143720815003149.html,gr5,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815003149-gr5_lrg.jpg," Chart 1.   Structures of DPP-based polymers bearing thiophene, selenophene and tellurophene.   "
S0143720815002934.html,sc1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815002934-sc1_lrg.jpg, Scheme 1.   Chemical structure and synthetic pathway of 2–5 and molecular structures of standards 1 and 6.   
S0143720815003216.html,sc1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815003216-sc1_lrg.jpg," Scheme 1.   Molecular structures of compounds  DPF  and  MDPF  , and the synthesis of compound  BDPF  . (a) Bromine, H  2  O, reflux, 10 h; (b) Bis(pinacolato)diboron, [(C  6  H  5  )  3  P]  2  PdCl  2  , potassium acetate, DMSO, 80 °C, 20 h; (c) Sodium periodate, hydrochloric acid, room temperature, 24 h.   "
S0143720815003095.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815003095-gr1_lrg.jpg," Fig. 1.   ORTEP structure of  dye 1  and  dye 2  (50% thermal ellipsoid probability, all hydrogen atoms are omitted for clarity).   "
S0143720815003022.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815003022-gr1_lrg.jpg, Fig. 1.   Structures of the carbazole based dyes.   
S0143720815003022.html,gr3,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815003022-gr3_lrg.jpg, Fig. 3.   Structures of the dyes containing various arylamine donor units.   
S0143720815003010.html,sc1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815003010-sc1_lrg.jpg, Scheme 1.   (a) Schematic illustration of compound  1  based CO  2  sensing. (b) Structure of compounds  1–3  .   
S0143720815003010.html,gr2,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815003010-gr2_lrg.jpg," Fig. 2.   B3LYP/6-311++G(2d,p) optimized structures of  1 ∼ 3  and their CO  2  adducts. Gray/red/blue/white balls represent C/O/N/H atoms and dotted lines represent hydrogen bonds. (For interpretation of the references to colour in this figure legend, the reader is referred to the web version of this article.)   "
S0143720815003083.html,gr4,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815003083-gr4_lrg.jpg, Fig. 4.   The energy lever diagram of device and the molecular structure of materials used in PHOLEDs.   
S0143720815003174.html,gr5,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815003174-gr5_lrg.jpg, Fig. 5.   (a) Schematic energy level diagram and molecular structures of the compound used in this study. (b) EL spectra of the compound  2/  mCP (dopant/host)-based device at different doping levels. (c) Current density  vs  voltage  vs  luminance. (d) External quantum efficiency  vs  luminance.   
S0143720815003150.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815003150-gr1_lrg.jpg," Fig. 1.   Structures of PAPL (  1  , top) and ditopic (  2  ) reported in this work.   "
S0143720815003150.html,gr2,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815003150-gr2_lrg.jpg," Fig. 2.   Displacement ellipsoid plot of the molecular structure of  2  (ellipsoids at 30% probability). DMF solvate omitted for clarity and only one of two independent molecules of 2 in the asymmetric unit are shown.  Crystal data  . C  67  H  47  N  13  O  5  ,  M  = 1114.19, triclinic,  a  = 13.5998(5),  b  = 14.8463(5),  c  = 14.8581(5) Å,  U  = 2573.22(16) Å  3  ,  T  = 147(2) K, space group  P-1  ,  Z  = 2, 53 667 reflections measured, 9055 unique (  R    int   = 0.0840) which were used in all calculations. The final  wR(F    2    )  was 0.1648 (all data). Important bond distances (A): N(3A)-N(4A), 1.333(3); N(4A)-C(5A), 1.308(3); C(6A)-O(1A), 1.236(3); N(5A)-N(6A), 1.331(3); N(6A)-C(19A), 1.310(3); C(20A)-O(2A), 1.237(3).   "
S0143720815003150.html,gr6,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815003150-gr6_lrg.jpg, Fig. 6.   Optimized molecular structure of [Zn  4  (  2    2  −  )  4  ] calculated using density functional theory (BP-86/def2-SVP).   
S0143720815002971.html,gr5,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815002971-gr5_lrg.jpg, Fig. 5.   Comparison between the Py-GC/MS chromatograms of the un-aged PR83 (black) and the artificially aged PR83 (grey). On the top right the molecular structure of PR83 is shown.   
S0143720815002971.html,gr7,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815002971-gr7_lrg.jpg, Fig. 7.   Comparison between the pyrograms of the un-aged PO16 (black) and the aged PO16 (grey). On the top right the molecular structure of PO16 is shown.   
S0143720815002971.html,gr8,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815002971-gr8_lrg.jpg, Fig. 8.   Comparison between the Py-GC/MS chromatograms of the un-aged PR49:2 (black) and the aged PR49:2 (grey). On the top left the molecular structure of PR49:2 is shown.   
S0143720815003101.html,sc1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815003101-sc1_lrg.jpg, Scheme 1.   Chemical structure of  L  and synthetic pathways of  L1  and  L2  .   
S0143720815002909.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815002909-gr1_lrg.jpg, Fig. 1.   Chemical structure of used chromophores and the target molecule  1  .   
S0143720815002946.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815002946-gr1_lrg.jpg, Fig. 1.   Molecular structures of TBDMS organic sensitizers.   
S0143720815002946.html,gr2,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815002946-gr2_lrg.jpg, Fig. 2.   Molecular structures of 4  H  -pyranylidene organic sensitizers.   
S0143720815003009.html,sc1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815003009-sc1_lrg.jpg, Scheme 1.   Structures of polymers.   
S0143720815002806.html,gr7,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815002806-gr7_lrg.jpg, Fig. 7.   The optimized structures of  1  and  1  -  CN  .   
S014372081500337X.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S014372081500337X-gr1_lrg.jpg, Fig. 1.   Chemical structures of the differently-linked fluorene and carbazole triads.   
S0143720815003113.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815003113-gr1_lrg.jpg," Fig. 1.   Chemical structures of polyﬂuorene (donor), phosphorescent Ir(III) complex (acceptor) and Pdots (donor-acceptor polymer).   "
S0143720815003253.html,gr5,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815003253-gr5_lrg.jpg, Fig. 5.   B3LYP/6-31G(d) optimized structure of  6c-Enol  at ground and excited state in DMF.   
S0143720815003253.html,gr6,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815003253-gr6_lrg.jpg, Fig. 6.   B3LYP/6-31G(d) optimized structure of  6c-Keto  at ground and excited state in DMF.   
S0143720815003368.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815003368-gr1_lrg.jpg, Fig. 1.   Structures of synthesized 4-pyridyl-4-phenylbutadiene derivatives.   
S0143720815002880.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815002880-gr1_lrg.jpg, Fig. 1.   The chemical structure of PBDTTT-C-T.   
S0143720815003277.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815003277-gr1_lrg.jpg," Fig. 1.   (a) Structures of  PTBOBO  ,  PTBSBO  ,  PTBOEH  , and  PTBnO  , (b) Synthesis of  PTBOBO  and  PTBSBO  .   "
S0143720815003228.html,sc1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815003228-sc1_lrg.jpg, Scheme 1.   Chemical structures of D–π–A dye sensitizers  SAT  -  1  and  SAT  -  2  .   
S0143720815002910.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815002910-gr1_lrg.jpg, Fig. 1.   Chemical structure of linseed oil (  1  ). Three main fatty acid chains are shown here.   
S0143720815002910.html,gr2,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815002910-gr2_lrg.jpg," Fig. 2.    1  H NMR spectra of (a)  1  and (b)  3  (No. 12 obtained in reaction 1). The chemical structures in (b) show the partial structures of  3  (the bonding between  2  and fatty acid chain, and the C  C bonds).   "
S0143720815002910.html,gr6,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815002910-gr6_lrg.jpg," Fig. 6.    13  C NMR spectra of  3  (No. 12 obtained in reaction 1): (a) The range of 0–190 ppm, (b) A magnified view of the range of 19–37 ppm. The chemical structure in (a) shows a partial structure of  3  (the bonding between  2  and fatty acid chain). Peaks 1–13 derive from the chemical structure shown in   Fig. 5(a)   .   "
S0143720815002910.html,gr7,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720815002910-gr7_lrg.jpg," Fig. 7.    1  H NMR spectra of the compounds obtained from reaction 2; different amounts of  4  were used: (a) 0.80 eq. (No. 1), (b) 0.69 eq. (No. 2) relative to the amount of COOH groups available in  3  . Chemical structures show the partial structure of  5  (the bonding between  4  and fatty acid chain). Peaks  a  –  j  are derived from the chemical structure shown in   Fig. 2   .   "
S014372081500323X.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S014372081500323X-gr1_lrg.jpg," Fig. 1.   (A) Crystal structure of compound  4c  , (B) intermolecular interactions (C) show C–H···O and C–H···π bonds along the  a  -axis (Hydrogen atoms except H2A and H3B are omitted for the sake of clarity).   "
S0143720816301978.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301978-gr1_lrg.jpg," Fig. 1.   Structures of fluorescent molecular probes that selectively accumulate in the ER of mammalian cells. Probes  1  –  6  have been previously reported. Hexyl resorufamine (HRA,  7  ) is a novel fluorescent chemotype.   "
S0143720816301978.html,sc1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301978-sc1_lrg.jpg, Scheme 1.   The structure of resorufin and synthesis of resorufamine derivatives.   
S0143720816300535.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816300535-gr1_lrg.jpg, Fig. 1.   Structures of the porphyrin triads  4  and  5  and PyC  60  .   
S0143720816300523.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816300523-gr1_lrg.jpg," Fig. 1.   Structures of the five photochromic compounds used in this study: (  1  ) is 1,3-dihydro-1,3,3-trimethyl-8′-nitro-spiro[2  H  -indole-2,3′-[3  H  ]naphth[2,1-  b  ][1,4]oxazine]; (  2  ) is 2,2-bis(4-methoxyphenyl)-5,6-dimethyl-2  H  -naphtho[1,2-  b  ]pyran; (  3  ) is 6-morpholino-3-(4-morpholinophenyl)-3-phenyl-3  H  -naphtho[2,1-  b  ]pyran; (  4  ) is 3,3-diphenyl-6-morpholino-3  H  -naphtho[2,1-  b  ]pyran; (  5  ) is 3-(2-fluorophenyl)-3-(4-pyrrolidinophenyl)-3  H  -naphtho[2,1-  b  ]pyran.   "
S0143720816300523.html,gr3,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816300523-gr3_lrg.jpg, Fig. 3.   Structures of the five photochromic species along with the absorption spectra of their closed and open forms and pictures showing the colours of the solutions in cuvettes after UV irradiation.   
S0143720816301632.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301632-gr1_lrg.jpg, Fig. 1.   Perspective view of crystal structure of  2  showing hetero-atom numbering scheme (H atoms are omitted for clarity).   
S0143720816301668.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301668-gr1_lrg.jpg, Fig. 1.   Structure of used precursors  1  and  2  .   
S0143720816301048.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301048-gr1_lrg.jpg, Fig. 1.   Chemical structures of Lumogen F Red 305 and DCJTB.   
S0143720816301048.html,gr2,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816301048-gr2_lrg.jpg," Fig. 2.   Chemical structures of the synthesized fluorophores: 2,5-dioctyl-3,6-di(thiophen-2-yl)-2,5-dihydropyrrolo[3,4-  c  ]pyrrole-1,4-dione (  1a  ); 2,5-  bis  (3-ethylheptyl)-3,6-di(thiophen-2-yl)-2,5-dihydropyrrolo[3,4-  c  ]pyrrole-1,4-dione (  1b  ); 2,5-  bis  (2-ethylhexyl)-3,6-di(thiophen-2-yl)-2,5-dihydropyrrolo[3,4-  c  ]pyrrole-1,4-dione (  1c  ); 3,6-  bis  (5-(4-methoxyphenyl)thiophen-2-yl)-2,5-dioctyl-2,5-dihydro pyrrolo[3,4-  c  ]pyrrole-1,4-dione (  2a  ); 2,5-  bis  (3-ethylheptyl)-3,6-  bis  (5-(4-methoxyphenyl)thiophen-2-yl)-2,5-dihydropyrrolo[3,4-  c  ]pyrrole-1,4-dione (  2b  ) and 2,5-  bis  (2-ethylhexyl)-3,6-  bis  (5-(4-methoxyphenyl)thiophen-2-yl)-2,5-dihydropyrrolo[3,4-  c  ]pyrrole-1,4-dione (  2c  ).   "
S0143720816302790.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816302790-gr1_lrg.jpg, Fig. 1.   The structures of bromination side-products  6–13  isolated using the procedure of Laufer et al.   [34]   .   
S0143720816302790.html,gr2,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816302790-gr2_lrg.jpg, Fig. 2.   ORTEP plots of the single crystal structures of a)  7  and b) target coumarin  5  with 50% thermal ellipsoids.   
S0143720816302789.html,gr1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816302789-gr1_lrg.jpg, Fig. 1.   Self-assembled structures of O-PDI nanoneedle deposited on a glass slide: (a) A large area SEM image. (b) TEM image. (c) Fluorescence microscopic image. (d) Optical microscopic image.   
S0143720816302789.html,gr2,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816302789-gr2_lrg.jpg, Fig. 2.   Self-assembled structures of S-PDI nanosheet deposited on a glass slide: (a) A large area SEM image. (b) TEM image. (c) Fluorescence microscopic image. (d) Optical microscopic image.   
S0143720816302789.html,gr8,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816302789-gr8_lrg.jpg," Fig. 8.   Optimized structures of O-PDI and S-PDI obtained by DFT calculations at the B3LYP/6-31G  ∗  level. The white, grey, blue, red, and yellow balls represent H, C, N, O, and S atoms, respectively. The H atoms are omitted for clarity. (For interpretation of the references to colour in this figure legend, the reader is referred to the web version of this article.)   "
S0143720816302789.html,gr9,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816302789-gr9_lrg.jpg, Fig. 9.   View of the single crystal structure of O-PDI and S-PDI.   
S0143720816303187.html,sc1,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816303187-sc1_lrg.jpg, Scheme 1.   Chemical structures of compounds 1 to 6.   
S0143720816303187.html,sc2,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816303187-sc2_lrg.jpg, Scheme 2.   Chemical structures of crown ether derivatives 7–16.   
S0143720816303187.html,gr2,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816303187-gr2_lrg.jpg," Fig. 2.   (Above) Chemical structure of probe  17  ; Naked-eye colorimetric of system  17  in four different conditions: (A) naked eye colour solutions of  17  with the addition of one equivalent of metal ions, (B) with the addition of ten equivalents and (C) with the initial addition of ten equivalents and further addition of one equivalents of Hg  2+  . (Bellow) Spectrophotometric (D) and spectrofluorimetric (E) titrations of compound  17  with the addition of Hg  2+  in dichloromethane. The insert represents the absorption (D) at 426 nm and 540 nm, and represents the emission intensity (E) at 500 nm as functions of [Hg  2+  ]/[  17  ]. ([  17  ] = 1.20 × 10  −5  M, λ  exc  = 426 nm, T = 298 K). Adapted with permission from Ref.   [33]   . Copyright  ©  2014 Elsevier Ltd. All rights reserved.   "
S0143720816303187.html,sc3,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816303187-sc3_lrg.jpg, Scheme 3.   Chemical structures of bio-inspired compounds 18–22.   
S0143720816303187.html,sc4,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816303187-sc4_lrg.jpg, Scheme 4.   Chemical structures of the bio-inspired benzoxazole derivatives 23–28.   
S0143720816303187.html,gr5,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816303187-gr5_lrg.jpg," Fig. 5.   (  Above  ) Chemical structures of compounds  29  –  31  . Proposed interaction of compound  31  with Al  3+  and the fluorescence image with and without Al  3+  , under UV lamp (λ  exc  = 365 nm). (  Below  ) Spectrofluorimetric titration of compound  31  with the addition of Al  3+  in absolute ethanol. The inset shows the emission as function of [Al  3+  ]/[  31  ] at 480 nm and 530 nm ([  31  ] = 3.25 × 10  −5  M, λ  exc  = 420 nm, T = 298 K). Adapted with permission from Ref.   [40]   . Copyright  ©  2010 Elsevier B.V. All rights reserved.   "
S0143720816303187.html,gr6,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816303187-gr6_lrg.jpg," Fig. 6.   (Above) Chemical structures of tyrosine derivatives  32  and  33  . Spectrophotometric titration of compounds  32  (A) and  33  (B) with the increasing addition of Cu  2+  in absolute ethanol. Both pictures show compounds  32  and  33  before and after the metal ions addition. The inset represents the absorption as function of [Cu  2+  ]/[  32  ] and [Cu  2+  ]/[  33  ], respectively. [  32  ] = 2.53 × 10  −5  M, [  33  ] = 2.44 × 10  −5  M, T = 298 K). Adapted with permission from Ref.   [41]   . Copyright  ©  2010 Elsevier B.V. All rights reserved.   "
S0143720816303187.html,gr7,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816303187-gr7_lrg.jpg," Fig. 7.   Chemical structures of compounds  34  and  35  . Schematic representation of compound  34  in the presence of Eu  3+  and Tb  3+  ions and image of the solution of  34  Tb  3+  (green emission) and  34  Eu  3+  (orange-pink emission) under UV lamp, λ  exc  = 365 nm (colour figure online). Adapted with permission from Ref.   [42]   . Copyright  ©  2012, Springer-Verlag. (For interpretation of the references to colour in this figure legend, the reader is referred to the web version of this article.)   "
S0143720816303187.html,gr9,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816303187-gr9_lrg.jpg," Fig. 9.   (Above) Chemical structure of compound  37  . Above left: the image of emission recovery of P01–P05 urine samples with  37  Al  3+  (1 × 10  −5  M) upon spiking with 6 mM of histidine under UV irradiation (λ  exc  = 365 nm). (Below (A)): Spectrofluorimetric titration of  37  Al  3+  with histidine in Hepes buffer at pH 7.7. (Bellow right) Bar graph of the percentage of emission recovery of urine samples with 7 mM, 14 mM and 20 mM spiked amounts of histidine. Adapted from Ref.   [44]   with permission from The Royal Society of Chemistry.   "
S0143720816303187.html,r12,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816303187-gr12_lrg.jpg," Fig. 12.   (Above) Chemical structures of compounds  39  –  44c  . (Bellow) Solution colours of  44  –  44c  , dissolved in absolute ethanol, acetonitrile, dichloromethane, trichloromethane, dimethylsulfoxide, 1,4- dioxane and diethylether ([  44  –  44c  ] = ca. 3 × 10  −4  M). Adapted from Ref.   [56]   with permission from The Royal Society of Chemistry.   "
S0143720816303187.html,r13,http://origin-ars.els-cdn.com/content/image/1-s2.0-S0143720816303187-gr13_lrg.jpg," Fig. 13.   (Above-left) Chemical structures of compounds  45  ,  46  , and “  naked-eye  ” images of  45  Hg  2+  in water, in HEPES (A), with 4-amino-3-hydroxy -1-naphthalenesulfonic acid (B), and dopamine (C). (Above right) Chemical structure of probe  47  and Visual changes in the fluorescence emission of an organic solution of AgNPs in toluene after the ligand exchange of  47  from TOAB. (Bellow) Chemical structure of  48  , Spectrophotometric titration of AuNPs@  48  with the addition of increasing amounts of Hg(NO  3  )  2  , naked eye detection and TEM images of AuNPs@  48  with the addition of 200 μL of [Hg(NO  3  )  2  ] = 1.00 × 10  −3  M. Adapted with permission from Ref.   [64]   . Copyright  ©  2014, Springer Science + Business Media.   "
